ID,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Surprise,Joking
1245156246790995971,Anyone else think about how many times a day we probably encounter/pass an actual Corona virus and we don't know it?,1,0,0,0,1,0,1,0,0,0,0
1245156259306729472,After all this Quarantine is over were all going to come out with different looks! COVID19 coronavirus,1,0,0,0,0,0,0,0,0,0,1
1245156259440934913,"i hoped the corona virus would just leave from this earth today and say, a-yo! april fool's!",1,0,0,1,0,0,0,0,0,0,0
1245156266852392970,"So Trumps medical advisors estimated that 100,000-240,000 people could die from the coronavirus here in the U.S.! COVID19 StayAtHome",0,0,0,0,1,0,0,0,1,1,0
1245156268811018241,Im hoping tomorrow coronavirus says April fools and lets us go back to our regular lifestyle,1,0,0,0,0,0,0,0,0,0,1
1245156276692291584,Larry David...... Hey idiots out there coronavirus LarryDavid CurbYourEnthusiasm,0,0,0,0,0,0,1,0,0,0,1
1245156301333823500,God bless all the people that died from coronavirus COVID19 yall aint deserve that.,0,0,1,0,0,0,0,0,0,0,0
1245156305804972034,Prediction: Some dork will get yelled at a bunch tomorrow for falling for some April fools coronavirus cure prank,0,0,0,0,0,0,1,0,0,0,1
1245156310175428609,Soon as all this corona shit is over everybody phone gone back to being dry again .,0,0,0,0,0,0,0,0,0,0,1
1245156312888926213,I wanna see how the people at Grey-Sloan Memorial handle Coronavirus,1,0,0,0,0,0,0,0,0,0,1
1245156313648320515,Fitness Central's corona virus emails are truly a lesson on how not to communicate with customers in a crisis.,0,0,0,0,0,0,1,0,1,0,0
1245156326340255745,A guest pastor that use to preach on occasion at my childhood church has the corona virus is fighting for his life on a vent smh so sad,0,0,0,0,0,1,0,0,0,0,0
1245156356027551744,"Ok you got me watching if , only to see if he dies on live TV. coronavirus",0,0,0,1,0,0,0,0,0,0,1
1245156373144494082,The amount of times I've heard quarantine in today... covid19,0,0,0,0,1,0,0,0,0,1,0
1245156376965517313,How soon until we see the marriage of coronavirus tweets and April fools tweets? At what hour does it begin?,0,0,0,0,0,0,0,0,0,0,1
1245156385244971010,The went from horror of non-existent death panels to their own death panels at an incredible speed. COVID19,0,0,0,0,1,0,0,0,0,0,0
1245156410670960641,Stay at home. COVID19 Update: Country: New Caledonia Total Cases: 16 Total Deaths: 0 Total Recovered: 0 Total Active Cases: 16,0,0,0,0,0,0,0,0,1,0,0
1245156443545718784,"i hope the corona virus would just leave the earth today and say, a-yo! april fools!",0,0,0,0,0,0,0,0,0,0,1
1245156468493598723,"US is close to 25,000 new COVID19 cases today and the peak is 15 -20 days away. Shudder to think what the number is going to be at the peak.",0,0,0,1,1,0,0,0,0,0,0
1245156473111527425,"If I hear someone say when its your time, its your time regarding the whole coronavirus situation Im going to HIT them!!!!",0,0,0,0,0,0,1,0,0,0,0
1245156489620328450,"We all will chear for every unmatched physicians, who joins to help coronavirus pandemic.",0,1,0,0,0,0,0,0,0,0,0
1245156490127818752,When I said I want u to fuck my life over I wasn't talking to u Corona!!!,0,0,0,0,0,0,1,0,0,0,1
1245156502152806406,WileEVirus Covid_19 tRumpandemic tRumpocalypse NAZAFR (Nearly A Zombie Apocalypse For Real) Day 020.,0,0,0,1,0,0,0,0,0,0,1
1245156503297970177,corona if u stop istg i promise to never complain ab going out ever again but pls stop,0,0,0,1,0,1,0,0,0,0,0
1245156519286419456,Observations about the impact of the coronavirus crisis on freedom and political awareness Read the full thread!,0,0,0,0,0,0,0,0,1,1,0
1245156523464163331,Its getting weird people are actually lying about their relatives getting Coronavirus,0,0,0,0,1,0,1,0,0,1,0
1245156544410464256,I aint gon lie this coronavirus is getting scary! Lord please protect and cover us all! Amen COVID19,0,0,0,0,1,0,0,0,0,0,0
1245156561116450818,"80,000 is without any mitigation measures. 100-200k for coronavirus is assuming we shut down the whole country.",0,0,0,1,0,0,1,0,0,1,0
1245156593936850945,GOni will be getting tested for the coronavirus in the morning! Prayers please,0,0,1,0,0,1,0,0,0,0,0
1245156624538513413,"Replying to MDs: Yes, I do sell underwear but not with this pandemic lol A coronavirus travelling in panties would be so nice",0,0,0,0,0,0,0,0,0,0,1
1245156627877179394,So it would be safe to say COVID19 is the new Fifth Avenue...Do I have that right?,1,0,0,0,0,0,0,0,0,0,1
1245156650010492929,If you could please remember the grandfather of a dear sweet lady I know in prayer. He is 90 and tested positive for Corona virus.,0,0,1,0,0,1,0,0,0,0,0
1245156653386825729,its AprilFoolsDay so when are the government and the world leaders gonna tell us that they released coronavirus to wipe us out?,0,0,0,0,0,0,0,0,0,0,1
1245156666804514816,So I keep hearing that COVID19 is causing gastro issues for some age groups. Dont tell that to the TPhoarders,0,0,0,0,0,0,1,0,0,0,1
1245156667353960455,If corona virus ended tmr it would be goatedcmon April fools us PLZ,0,0,0,1,0,1,0,0,0,0,0
1245156685855051776,Catherine is breaking big FISA abuse news but it's being buried by Coronavirus coverage.,0,0,0,0,0,1,1,0,0,0,0
1245156686328971265,Someday post COVID19 I wish to see come give a security awareness speech to students of my Alma mater,1,0,0,0,0,0,0,0,0,0,0
1245156691466846210,Just because the weather is nice doesn't mean the coronavirus numbers in Fresno County are getting better.,0,0,0,1,0,0,0,0,0,1,0
1245156691928158209,Question: are state/territory education ministers meeting to work out how to manage the impact of COVID19 on Year 12 students?,0,0,1,0,0,0,0,0,0,1,0
1245156708172718080,My mom call at least 3 people everyday saying the same thing about the Coronavirus like girl OKAAAY Im tired of hearing about it,0,0,0,1,0,0,1,0,0,0,0
1245156741479727104,"Its almost like, chriscuomo is the first person I know to be infected witih coronavirus",0,0,0,0,0,1,0,0,0,1,0
1245156742066995205,Hope y'all are staying safe during this dreadful period... we will fight this together! coronavirus COVID19 COVID19,1,0,1,0,0,0,0,0,0,0,0
1245156749960794119,"yo idk who needs to see this, but tell your immigrant parents that corona isnt caused by 5G that WhatsApp is the devil",0,0,0,0,0,0,0,0,0,1,1
1245156754184232965,Prayers for Chris. Side note...nice basement. COVID19,0,0,1,0,0,0,0,0,0,0,0
1245156762900148225,"Remember when all we had to do was hate on Rudy Gobert? Those were simpler times, my friends COVID19 NBA",1,0,0,0,0,0,0,0,0,0,1
1245156766427602945,"So Coronavirus was just one long April Fools prank right? 2,387 127K 859K",0,0,0,0,0,0,0,0,0,0,1
1245156770600955906,So what if the President comes out now and tell us there's no... Corona Virus April fool,1,0,0,0,0,0,0,0,0,0,1
1245156775986368513,Bout ready to say fuck all this corona shit... shawty pull up,0,0,0,0,0,0,1,0,0,0,1
1245156784240824321,this Corona shit really dragging its self....like damn I wanna go out to eat,0,0,0,0,0,0,1,0,0,0,0
1245156788313436160,My friends 23 year old sister just died from the Coronavirus .. if that doesnt shake you up..,0,0,0,0,1,1,0,0,0,0,0
1245156791639584769,This toilet paper scene is obviously pre CORONA pumprules,0,0,0,0,0,0,1,0,0,0,1
1245156808806678528,"My dad asked me if I die from Corona virus, as my dying wish please go back to being Jehovahs Witness and I flat out said fuck no.",0,0,0,0,0,0,0,0,0,0,1
1245156817405186054,the only positive thing about this COVID19 is that my jury duty most likely will be cancelled..... i hope haha,1,0,1,0,0,0,0,0,0,0,1
1245156825823150082,tests positive for coronavirus Get well Chris.,0,0,1,0,0,0,0,0,0,0,0
1245156842826649600,To the 62% of Americans who said theyd still drink Corona despite the growing pandemic: I hope youre happy,1,0,0,0,0,0,0,0,0,0,1
1245156846073249794,"Friends of a certain age, am I the only one playing the Is it a fever or is it a hot flash game? COVID19 ThisIsATerribleGame",1,0,0,0,0,1,0,0,0,0,1
1245156884161515520,I hope when we get through coronavirus COVID19 corporations remember We are ALL in this together when its time to share PROFIT$,1,0,0,0,0,0,1,0,0,0,0
1245156885436588032,Keep track of all the Liberal politicians and celebs who test positive for coronavirus,1,0,0,0,0,0,0,1,0,0,0
1245156892269096961,You know shit is gonna get crazy when women run out of makeup and sanitary pads. covid19 Malaysialockdown coronavirus,0,0,0,0,0,1,0,0,0,0,1
1245156922480898052,Checkout page he has good content and raw footage on his Twitter page. coronavirus COVID19,1,0,0,0,0,0,0,0,1,1,0
1245156928105271296,A doctor explains how homemade masks might create a false sense of security. COVID19,0,0,0,0,1,0,1,0,1,0,0
1245156929988681729,Undertaker meant to come back as a biker and this corona bullshit starts,0,0,0,0,0,1,0,0,0,0,1
1245156930340958209,"since i cannot fly to visit my girlfriend for fear of coronavirus, my dogs shall visit in my place",1,0,0,0,1,1,0,0,0,0,1
1245156941149745152,I see people posting on social media complaining about covid19 and Im like go home you are part of the problem,0,0,0,0,0,0,1,0,0,1,0
1245156943280263169,First Med Twitter case of FSGS w/ COVID19 I've seen discussed.,1,1,0,0,0,0,0,0,1,0,0
1245156947034284032,Do you think your policy make us anonymous? COVID19 Apple,1,0,0,0,0,0,1,1,0,1,1
1245156958279102464,you niggas that live wit yall grandparents need to take the coronavirus more serious,0,0,0,0,1,0,1,0,0,1,0
1245156963664740354,This Shit feels like during the summer when we were younger and our moms told us not to go outside while she was gone overit coronavirus,0,0,0,0,0,1,0,0,0,0,1
1245156968576077824,I think we can now see how important it is to have a national American healthcare plan for everyone Covid19,1,1,0,0,0,0,0,0,0,0,0
1245156972611190794,Of course the classic Ghost bundle and MW2 Remastered comes out while I'm broke thanks to my nonessential status. Fuck coronavirus.,0,0,0,0,0,0,1,0,0,0,0
1245156974863323136,It seems new face of suicidal terrorism spreading Corona bomb among innocent Indian,0,0,0,0,1,1,0,1,0,0,0
1245156976318955520,coronavirus really got niggas so horny they thinkin about fucking dolphins,0,0,0,0,0,0,1,0,0,0,1
1245156985806491648,CORONAVIRUS UPDATE: Do not try the wheelbarrow on cats. They like it even less than dogs do.,0,0,0,1,0,1,0,0,0,1,1
1245157005611929601,Maybe... it was the Popeyes chicken sandwich craze that gave the world the Coronavirus!!! Has no one thought of this yet??,0,0,0,0,0,0,0,1,0,0,1
1245157040147791874,Yah ok I need All American season 3 like ASAP so corona plz leave so they can start filming,1,0,1,1,0,0,0,0,0,0,1
1245157044883243011,i cant wait for the american girl doll that lived through the coronavirus pandemic,0,0,0,0,0,0,0,0,0,0,1
1245157060037263360,Really hope coronavirus kills April Fools Day...forever,1,0,0,0,0,0,1,0,0,0,0
1245157072854867970,Hes like the mouth of a Komodo Dragon - so toxic COVID19 cant survive there.,1,0,0,1,0,0,1,0,0,0,0
1245157076973883395,NYT keeping up with that bullshit i see. it's got a damn name and it's covid19 or coronavirus ya fucking racists.,0,0,0,0,0,0,1,0,0,0,0
1245157085551243265,Prevention: Stay away from people. DONE. Covid19 Coronavirus StayAtHomeStaySafe StayHomeSaveLives SocialDistancing FlattenTheCurve,1,0,0,0,0,0,0,0,1,0,0
1245157090374475777,"Apparently, referring to Latex Gloves as Corona Condoms at the grocery store is frowned upon.",0,0,0,0,0,1,1,0,1,1,1
1245157094136983559,dying of unnatural causes before I get infected to beat the coronavirus .this is how we win!,1,0,0,0,0,0,0,0,0,0,1
1245157103150473216,My mom called me tonight to warn me about her coronavirus X illuminate conspiracy theories and Im DONE.,0,0,0,0,0,0,0,0,0,0,1
1245157110742233091,Its all fun and games until someone actually gets corona on April 1st and no one believes them,0,0,0,0,1,0,0,0,0,0,1
1245157111207727115,"LMAOOO Facebook said my landlord dont give a fuck about no corona, he said rent of tent",0,0,0,0,0,1,0,0,0,0,1
1245157123924856833,WHY ARE U USING COVID19 AS EXCUSE TO NOT GIVE SCHEDULE TO GOT7 WHEN OTHER GROUPS CAN???????,0,0,0,0,0,0,1,0,0,1,0
1245157127557169155,there's only one thing that'll truly stop the coronavirus from spreading: that's right another socialist titty thread,1,0,0,0,0,0,0,0,0,0,1
1245157140223987712,My boyfriend tested negative for covid19 and I can maybe (maybe... it's complicated) go back to work at my essential job tomorrow. Woo!,1,0,0,0,1,0,0,0,0,0,0
1245157148780355584,fuck im out of job bc of the corona what do you mean theres going to be physical album for the op ;;,0,0,0,0,0,1,1,0,0,0,0
1245157161589772290,"In the last hour, it is estimated that 141 people tweeted that they have been laid off. CoronaVirus COVID19",0,0,0,0,0,1,0,0,1,1,0
1245157173660979200,yall ever just be sitting and then think you might have the coronavirus? anyways wasss bappin??,0,0,0,1,1,0,0,0,0,1,0
1245157177490194433,this corona thing is blocking my fitness goals. how else am i going to pick up VR anime waifus if im not shredded,0,0,0,0,0,1,1,0,0,0,1
1245157178266324993,Predicting the end of May for stay-at-home lifted. COVID19,1,0,0,0,0,0,0,0,0,1,0
1245157199627923459,I havent shot in so long I might have to as soon as this corona go away,0,0,0,0,0,0,0,0,0,1,1
1245157220188389377,I've eaten to many flint stone gummies for this corona bs,0,0,0,0,1,0,0,0,0,0,1
1245157262123044868,waiting for Trump or CNN to hit us with Cure for Coronavirus tomorrow,1,0,0,0,0,0,0,0,0,0,0
1245157274370310144,Sugar daddies you really wanna show some love? Hmu cause Coronavirus really messing with my bag,0,0,0,0,0,1,1,0,0,0,1
1245157279353262081,They could've at least used mannequins - Kacey covid19 lies,0,0,0,0,0,0,0,1,0,0,1
1245157282394132481,Ig said These Landlords Dont GAF about CORONA .... RENT or TENT Bitch,0,0,0,0,0,0,1,0,0,0,1
1245157291428663296,My Covid-19 test was negative but it took 9 days to come back! Heres why.,0,0,0,0,0,1,0,0,0,1,0
1245157303713587201,but what if tmr the government is like coronavirus aint real! april fools! back to work!,0,0,0,0,0,0,0,0,0,0,1
1245157303805976577,How much longer til life goes back to Normal from COVID-19? coronavirus,1,0,0,0,1,1,0,0,0,0,0
1245157315403075584,Live stream in 47 minutes via periscope wuhan COVID19,0,0,0,0,0,1,0,0,1,0,0
1245157324676829190,Im not gonna speak on Coronavirus anymore but shit still look sus to me...,0,0,0,0,0,1,1,0,0,0,1
1245157324680912896,Excited for the next generation of really bitchin' nursery rhymes. coronavirus ashesashesweallfalldown,1,0,0,0,0,0,0,0,0,0,1
1245157349402259462,Whos goal this quarantine was to workout and get fit? Instead we out here trying to figure out what we gonna eat next coronavirus,0,0,0,1,0,1,0,0,0,0,1
1245157354150256646,my boyfriend and i are listening food places to hit up once this corona epidemic is over wewanttoeatout,1,0,0,0,0,1,0,0,0,0,0
1245157363486797829,Imagine losing a loved one and not being able to attend their funeral bc of the corona virus...,0,0,0,0,0,1,0,0,0,0,0
1245157378766573569,Who else misses the days when our biggest worries were ppl fighting over chicken sandwiches COVID19 QuarentineThoughts,0,0,0,0,0,1,0,0,0,1,0
1245157415538110470,Im sure a Navy SEAL somewhere is already half way done on their coronavirus book. Shots fired.,0,0,0,0,0,0,0,0,1,1,1
1245157417714884610,Coronavirus catching these hands if we cant all eat crawfish and enjoy the fam bam,1,0,0,0,0,0,0,0,0,0,1
1245157418750767105,"Yonhap: South Korea reports 101 new coronavirus cases, 52 of which are in the Seoul metropolitan area",0,0,0,0,0,0,0,0,1,0,0
1245157419837083649,"For perspective, 100,000 to 200,000 U.S. COVID19 deaths is equivalent to between 40 to 80 attacks on Pearl Harbor.",0,0,0,0,1,0,0,0,0,1,0
1245157425868611584,my twang is getting so fucking bad we need to cure corona immediately so i can stop hanging out with my family im begging,0,0,0,0,0,0,1,0,0,0,0
1245157440481644544,i keep randomly hearing Cardi B screaming coronavirus in my head,0,0,0,0,0,0,1,0,0,0,1
1245157450338140165,"Now Playing on 234Radio, BabyFace - Mad,Sexy,Cool. Together, we can defeat coronavirus disease (COVID-19) LetsFightCovid19 CovidNGR",1,0,0,0,0,0,0,0,0,0,0
1245157488984547329,who do we blame for coronavirus pandemic in USA Dems or Republicans and fishy this happens in an election year?,0,0,0,0,0,1,0,1,0,0,1
1245157513055657984,So they are now taking advantage of corona virus kuti vatiitire tsvina idzi.... Nxaa,1,1,0,0,0,0,1,0,0,0,0
1245157530155847681,"If was put in charge of the coronavirus task force, I believe we could shoot for below 100,000 deaths. Maddow",1,0,0,1,0,0,1,0,0,0,0
1245157531426738176,"Now an earthquake? 2020, GO AWAY. EARTHQUAKE COVID19 donaldtrump* A trifecta and it's not even April yet",0,0,0,1,0,0,1,0,0,0,0
1245157543246102528,April wish: Be better given healthy loss of corona virus,1,0,1,0,0,0,0,0,0,0,0
1245157547952111616,I think I had Covid-19 back in January. I want those antibody tests! HerdImmunity antibodytest coronavirus COVID19 COVID19,0,0,0,0,1,1,0,0,0,0,0
1245157560044445696,how can I get the corona virus? Its an easy out to get off the planet and end life as American which Im ashamed of,0,0,0,0,0,1,1,0,0,0,0
1245157560216367106,Coronavirus can lead to revolution for normal people if we play it right. We just have to work together.,1,0,0,0,0,0,0,0,0,0,0
1245157576704249857,"You're about to get $1,200 from the gov. That's a down payment on a tiger! TigerKing COVID19",0,0,0,1,0,0,0,0,0,0,1
1245157577278795778,my bf and i are listing food places to hit up once this corona epidemic is over wewanttoeatout,1,0,0,0,0,1,0,0,0,0,0
1245157597717516288,By the time corona will leave and Trudeau will ask all of us to start paying back this free money ehn,0,0,0,0,0,0,0,0,0,0,1
1245157602385936385,Is anybody knows can Corona virus (covid-19) spread through glasses?,0,0,0,0,1,0,0,0,0,1,0
1245157605577818114,If you thought service workers were uppity about a minimum of 20% when tipping wait until this coronavirus shit is over!!!! tipwell!,0,0,1,0,0,1,1,0,0,0,0
1245157605728833536,"In moments like this, I wish people everywhere would listen to doctors scientists instead of politicians. COVID19 StayAtHome",1,0,0,0,0,0,0,0,0,1,0
1245157618034839553,Libraries are dying. And that's a good thing in the age of corona-like viruses.,1,0,0,0,0,0,0,0,0,0,1
1245157626297671680,I got meningitis one time and now I have to get a text/call everyday from someone telling me I'm at risk for covid19. Let me live,0,0,0,0,0,1,1,0,0,0,0
1245157641766211584,Trump was so distracted by impeachment he went golfing in Florida 5 times after the first Coronavirus case was found in the United States.,0,0,0,0,0,0,1,0,0,1,0
1245157647432609794,sir please term the tabliqi jamat people as corona jihad. Indeed they did it.,0,0,0,0,0,0,1,1,0,1,0
1245157647617273858,More dissent from the right (at least in the UK) concerning the official coronavirus so-called threat:,0,1,0,0,0,0,0,0,1,1,0
1245157656601362433,and me are gonna create Coronavirus Diss Part 2.,1,0,0,0,0,0,1,0,0,0,1
1245157672950870020,Happy New Month tweeps. May this month bring an end to COVID19 Amen,1,0,1,0,0,0,0,0,0,0,0
1245157694190882819,You telling me this while i was having a panic attack thinking i had corona high asf,0,0,0,0,1,0,0,0,0,0,1
1245157699056209921,Coronavirus got mom so bored shes declaring Tuesdays as Family Game Night,1,0,0,0,0,0,0,0,0,0,1
1245157702537564161,Best way to dodge coronavirus is to die from something else before it gets you. Smart.,0,0,0,0,0,0,0,0,0,0,1
1245157707289702403,Met two new neighbors on my little country road. A bright side to our new way of life. COVID19 countryfile,1,0,0,0,0,0,0,0,0,0,0
1245157718433755136,"South Korea reports 101 new coronavirus cases over 24 hours, bringing total to 9887 -BBG",0,0,0,0,0,0,0,0,1,0,0
1245157732388347905,Breaking news : John Biden and Nancy Pelosi just saved the United States. They banded the coronavirus from spreading in the country.,0,0,0,0,0,0,0,0,0,0,1
1245157743486472193,sofia: omg the corona virus killed over 41 thousand people whatever the holocaust killed more,0,0,0,0,0,1,0,0,0,1,0
1245157743939350528,for April fools can the corona virus plz say sike,1,0,0,0,0,0,0,0,0,0,1
1245157769726001152,Its heart wrenching watching christcuomo tonight fuckcotonavirus COVID19 CoronavirusPandemicUSA,0,0,0,0,0,1,0,0,0,0,0
1245157790185934850,This song better do iconic justice for coronavirus just as ring around the Rosie did for other plague times.,1,0,0,0,0,0,0,0,0,0,1
1245157824298201090,I dunno what'll come quicker - a cure for the Maverick disease or a cure for this Corona whatchamacallit,1,0,0,0,0,0,1,0,0,1,1
1245157840341413889,"I regret leaving home after 16 days of self-quarantine... Yo guys, we need to make it at least 20 days now, am told! COVID19",1,0,0,0,1,0,1,0,0,0,0
1245157853939163137,I heard takashi69 home.. this corona shit wild GottiGotti,0,0,0,0,1,0,1,0,0,1,1
1245157874596184073,Florida still doesnt have a stay at home order. I think about this every hour and I get enraged all over again each time. COVID19,0,0,0,0,1,0,1,0,0,0,0
1245157882871476226,I would like everyone to know those corona virus guidelines you got in the mail were a giant pain in the ass to deliver,0,0,0,0,0,0,1,0,0,0,0
1245157890521956354,This man is still on the air with the Coronavirus doing his thing. Stay on your game sir.,1,0,0,0,0,0,1,0,0,1,0
1245157899736932355,If Netanyahu has coronavirus im throwing a party over zoom and everyone is invited,0,0,0,0,0,0,0,0,0,0,1
1245157926500577280,TruCar got me switchin up the lyrics wit this corona. I be in the crib u be outside,0,0,0,0,0,0,0,0,0,0,1
1245157929206022151,today was the first real bummer ive had since this corona stuff started. just not a fun situation.,0,0,0,0,1,1,0,0,0,0,0
1245157967982452737,Who would have believed He's going to get us all killed would be so prophetic. TrumpLiesAmericansDie COVID19,0,0,0,1,1,0,1,0,0,0,0
1245157980053680131,wine drunk watching a corona infected Chris Cuomo broadcast from his basement...,1,0,0,0,0,0,0,0,0,0,1
1245157980137566208,i keep randomly hearing cardi b screaming coronavirus in my head,0,0,0,0,0,0,0,0,0,0,1
1245157984084295681,"Let the Corona go away, let us all be slim thick and let us all be millionaires. Amen",1,0,1,0,0,0,0,0,0,0,0
1245157987502690304,i want to take aleve for my period cramps but if i get coronavirus i dont want to die lmao,0,0,0,0,1,0,0,0,0,0,1
1245157996528832517,"Father as it rains oh God, let it wash away the corona virus in Jesus' name, amen.",0,0,1,0,0,0,0,0,0,0,0
1245158004225241089,StayAtHome COVID19 If we all help and Stay at home or Stayaroundhome eventually we can ALL Go Home from the Coronavirus,1,0,0,0,0,0,0,0,0,0,0
1245158017357598720,Bhad Bhabie and Tyga February 20th Corona Virus Outside Corny ass Mfers,0,0,0,0,0,0,1,0,0,0,0
1245158023770845185,One study at MIT just concluded the coronavirus can travel up to 27 feet.. Stay the fuck home already..,0,0,0,0,1,0,1,0,0,0,0
1245158067156762629,Coronavirus quarantine escapades I fucking love this guy WARHORSERULESASS Wrestlingcommunity,0,0,0,0,0,0,0,0,0,0,1
1245158071480889344,"BREAKING SouthKorea reports 101 more cases of new coronavirus, total now at 9,887. Death toll rises by 3 to 165.",0,0,0,0,0,0,0,0,1,0,0
1245158083946577927,Fuck Cancer Fuck Corona Funny how they both start with C What a couple of C****,0,0,0,0,0,0,1,0,0,0,0
1245158098328866817,Did LeBron and Klutch Sports know about the coronavirus beforehand and didn't tell anyone? Next on Undisputed,0,0,0,0,0,0,0,1,0,0,1
1245158126095138818,I told my dad I wasnt going over to his house bc corona is over there. (His girlfriend),0,0,0,0,0,1,0,0,0,0,1
1245158130708774918,Are we ever gonna find out if the kids in the spring break video caught Coronavirus?,0,0,0,0,1,0,0,0,0,1,0
1245158147158835200,Is someone immune to COVID19 if their favorite fast food is long john silvers... asking for a friend,0,0,0,0,0,0,0,0,0,0,1
1245158163638296579,corona virus wouldnt exist if dan howell kept making content.,0,0,0,0,0,0,0,0,0,0,1
1245158180012855300,Kudos for pushing through to do your show fighting coronavirus. Get some rest and stay strong LetsGetAfterIt CuomoPrimeTime,1,1,0,0,0,0,0,0,0,0,0
1245158198694367235,if you are reading a daily COVID19 update it should be that you read COVID19 coronavirus COVID,0,0,0,0,0,0,0,0,1,0,1
1245158234807304193,Tonight has decided to cancel all their events/programs through August 31st due to COVID19,0,0,0,0,0,1,0,0,1,1,0
1245158235373309952,"Ok, good on ChrisCuomo for doing his show, but yea, not sure about any of this coronavirus StayAtHomeAndStaySafe",0,0,0,0,1,0,0,1,0,1,0
1245158238724730893,"20200331: NP : Coronavirus updates: Globally, one in five people with COVID-19 is American",0,0,0,0,0,1,0,0,1,0,0
1245158247503237121,"Not6FeetApart Put homeless people in hotels!!! COVID19 Fuck you, Nevada !!!",0,0,0,0,0,0,1,0,0,0,0
1245158251253116928,Kylie Jenner to produce and donate hand sanitizer to hospitals battling covid19. Now thats an influencer.,0,1,0,0,0,0,0,0,0,0,0
1245158281183666178,"i told this boy i had cramps, he gonna say as soon as i started feeling you, you got the coronavirus yall really sickening .",0,0,0,0,1,1,1,0,0,0,0
1245158281649074183,was gonna my break my record for the amount of traveling in one year this year but corona said :,0,0,0,0,0,1,0,0,0,0,1
1245158284291645442,Saving up my daily exercises to use them all on Sunday! COVID19 AprilFoolsDay coronavirus TheLockdown StayAtHome DailyExercise,1,0,0,0,0,0,0,0,0,0,1
1245158288951595008,Honestly. Dont even want to see half of yall anyways. Corona or not.,0,0,0,1,0,0,0,0,0,0,1
1245158290201477126,So many people are going to post positive corona tests tomorrow,1,0,0,0,0,0,0,0,0,1,0
1245158302255849473,"If you're in touch with your family, take a second to call and check in. COVID19 COVID_19",1,0,0,0,0,0,0,0,0,0,0
1245158312225595393,Semoga ada yang bilang April mop! Corona viruses just a joke! You can go outside now :),1,0,0,0,0,0,0,0,0,0,1
1245158319418982400,I got big cough but not Corona cough. This sucks throat hurted I can't talk :),0,0,0,0,1,1,1,0,0,0,0
1245158319565742089,My dad will literally sit and watch about the Coronavirus outbreak all day long.,0,0,0,0,0,1,1,0,0,0,1
1245158327283093504,"Someone somewhere is now making coronavirus Halloween costumes. And it probably comes in two options, classy or slutty",1,0,0,0,0,0,1,0,0,0,1
1245158335596376065,The went from horror of non-existent death panels to their own death panels at lightening speed COVID19,0,0,0,0,1,0,0,0,0,0,1
1245158369981272065,So horrifying that this is necessary because 45 golfed and rallied while people spread the coronavirus and died.,0,0,0,0,1,1,0,0,0,0,0
1245158394693955587,This years highlights Xmas card will just be 8 photos of my lounge room! Covid19 COVID19au Xmas2020 Christmas ChristmasCard,0,0,0,1,0,1,0,0,0,0,0
1245158396392697856,Plot twist: Coronavirus says April fools tomorrow and completely disappears.,0,0,0,0,1,0,0,0,0,0,1
1245158400566190086,"I would want to take Z pack and hydroxychloroquine, if I get corona virus!",0,0,0,1,1,0,0,0,0,0,0
1245158406547267586,APRIL IS FINALLY HERE GUYS... Happy New Month Everyone... Stay Corona-Free Protect your loved ones... AprilFoolsDay,1,0,1,0,0,0,0,0,0,0,0
1245158410296758272,The next 14 days are so important. We cant stop now. We need to follow the directions of COVID19,1,1,0,0,0,0,0,0,1,0,0
1245158415539810304,"maybe if we gave timothe chalamet the oscar he deserved for cmbym, the world wouldnt be riddled with coronavirus.",0,0,0,0,0,0,0,0,0,0,1
1245158423290929154,Real question. Is it ok to wear a ski mask . QuestionOfTheDay COVID19,0,0,0,0,1,0,0,0,0,1,0
1245158449282834432,This corona shit making me think that ion got friends,0,0,0,0,1,1,0,0,0,0,0
1245158452554420225,NewsAlert US coronavirus deaths set one-day record at 865: Johns Hopkins University (AFP),0,0,0,0,0,0,0,0,1,0,0
1245158458191761415,Damn I just might top oomf after this whole corona virus shit,0,0,0,0,0,0,1,0,0,0,1
1245158482095083524,BonespuraVirus is Trumps fault TheLockdown StayAtHome COVID coronavirus EasterSundayMassacre,1,0,0,0,0,0,1,0,0,0,0
1245158482590007299,Gov Cuomo been going hard af in his timbs to stop the spread of Corona just for his brother to get it. A damn shame,0,0,0,0,0,1,1,0,0,0,0
1245158488768200704,Batman's job just got a lot easier. [Batman jumps off rooftop] Bad guys: Ahhh! We're gonna get coronavirus! [run away],0,0,0,0,0,0,0,0,0,0,1
1245158507575418880,coronavirus is fake science alarmism made by TikTok just so that i can learn how to do the savage dance and maybe even the supalonely one,0,0,0,0,0,0,0,0,0,0,1
1245158522855120897,"i;m glad joe rogan finally started believing coronavirus is real, this week",1,0,0,0,0,0,0,0,0,0,1
1245158541679300613,I can't wait for the South park take on the coronavirus. So many people about to get blasted.,0,0,0,0,0,0,1,0,0,1,1
1245158599518806017,"coronavirus slowing down my move, this shit needs to get tf asap.",0,0,0,0,0,0,1,0,0,0,1
1245158617482964993,My story of COVID19 to my kids is definitely gon sound like the winter in GOT Dark and scary,1,0,0,0,0,0,0,0,0,0,1
1245158633710792707,My mom is mad because due to the coronavirus she cant go get her nails done ..... trust me sis I GET IT,0,0,0,0,0,0,0,0,0,0,1
